,beer_name,beer_style,beer_substyle,brewery_name,abv
4091,The Pugilist,Stouts,Irish Dry Stout,Societe Brewing Co.,4.8
4092,Michael Faricy's Stout,Stouts,Irish Dry Stout,Arbor Brewing Company,4.5
4093,Sin City Stout,Stouts,Irish Dry Stout,Sin City Brewing Co.,6.0
4094,Celebration Stout,Stouts,Irish Dry Stout,The Porterhouse Brewing Company,6.5
4095,Black Magic Stout,Stouts,Irish Dry Stout,Empire Brewing Company - Brewpub,4.8
4096,Friend Of An Irishman Stout,Stouts,Irish Dry Stout,Christian Moerlein Brewing Company,4.7
4097,Patio Tools,Stouts,Irish Dry Stout,Cigar City Brewing,5.0
4098,1847 Rye Stout,Stouts,Irish Dry Stout,Lavery Brewing Company,6.8
4099,Guinness Original,Stouts,Irish Dry Stout,Guinness Ltd.,5.0
4100,Old Rasputin,Stouts,Russian Imperial Stout,North Coast Brewing Co.,9.0
4101,Imperial Stout,Stouts,Russian Imperial Stout,Founders Brewing Company,10.5
4102,Parabola,Stouts,Russian Imperial Stout,Firestone Walker Brewing Co.,13.0
4103,Black Chocolate Stout,Stouts,Russian Imperial Stout,Brooklyn Brewery,10.0
4104,Expedition Stout,Stouts,Russian Imperial Stout,Bell's Brewery - Eccentric Café & General Store,10.5
4105,Narwhal Imperial Stout,Stouts,Russian Imperial Stout,Sierra Nevada Brewing Co.,10.2
4106,Dark Lord Imperial Stout,Stouts,Russian Imperial Stout,3 Floyds Brewing Co.,15.0
4107,Darkness,Stouts,Russian Imperial Stout,Surly Brewing Company,12.0
4108,Plead The 5th Imperial Stout,Stouts,Russian Imperial Stout,Dark Horse Brewing Company,11.0
4109,Imperial Stout,Stouts,Russian Imperial Stout,Samuel Smith Old Brewery (Tadcaster),7.0
4110,Blackout Stout,Stouts,Russian Imperial Stout,Great Lakes Brewing Co.,9.9
4111,Bourbon Barrel Aged Plead The 5th,Stouts,Russian Imperial Stout,Dark Horse Brewing Company,12.0
4112,Marshal Zhukov's Imperial Stout,Stouts,Russian Imperial Stout,Cigar City Brewing,11.8
4113,B.O.R.I.S. The Crusher,Stouts,Russian Imperial Stout,Hoppin' Frog Brewery,9.4
4114,Black OPS,Stouts,Russian Imperial Stout,Brooklyn Brewery,11.6
4115,Imperial Stout,Stouts,Russian Imperial Stout,Lagunitas Brewing Company,9.9
4116,Barrel-Aged Narwhal,Stouts,Russian Imperial Stout,Sierra Nevada Brewing Co.,11.9
4117,Siberian Night Imperial Stout,Stouts,Russian Imperial Stout,Thirsty Dog Brewing Company,9.7
4118,Blackout Stout - Barrel-Aged,Stouts,Russian Imperial Stout,Great Lakes Brewing Co.,9.5
4119,Black Albert,Stouts,Russian Imperial Stout,De Struise Brouwers,13.0
4120,Marshmallow Handjee,Stouts,Russian Imperial Stout,3 Floyds Brewing Co.,15.0
4121,Blaecorn Unidragon,Stouts,Russian Imperial Stout,Clown Shoes,11.5
4122,Santa's Little Helper,Stouts,Russian Imperial Stout,Port Brewing,9.9
4123,Samuel Adams Imperial Stout,Stouts,Russian Imperial Stout,Boston Beer Company (Samuel Adams),9.2
4124,Peg Leg Imperial Stout,Stouts,Russian Imperial Stout,Heavy Seas Beer,8.0
4125,Sexual Chocolate,Stouts,Russian Imperial Stout,Foothills Brewing Company - Downtown Brewpub,9.75
4126,Fyodor,Stouts,Russian Imperial Stout,Stone Brewing,13.1
4127,D.O.R.I.S. The Destroyer,Stouts,Russian Imperial Stout,Hoppin' Frog Brewery,10.5
4128,Imperial Stout Trooper,Stouts,Russian Imperial Stout,New England Brewing Co.,8.5
4129,Dino S'mores,Stouts,Russian Imperial Stout,Off Color Brewing,10.5
4130,Imperial Stout,Stouts,Russian Imperial Stout,Rogue Ales,11.0
4131,Barrel Aged Sexual Chocolate,Stouts,Russian Imperial Stout,Foothills Brewing Company - Downtown Brewpub,9.6
4132,Smuttynose Imperial Stout (Big Beer Series),Stouts,Russian Imperial Stout,Smuttynose Brewing Company,10.5
4133,Bourbon Barrel Aged Siberian Night Imperial Stout,Stouts,Russian Imperial Stout,Thirsty Dog Brewing Company,10.9
4134,Big Black Voodoo Daddy,Stouts,Russian Imperial Stout,Voodoo Brewery,12.0
4135,Deth's Tar,Stouts,Russian Imperial Stout,Revolution Brewing,14.8
4136,Wake Up Dead,Stouts,Russian Imperial Stout,Left Hand Brewing Company,10.2
4137,Dark Apparition,Stouts,Russian Imperial Stout,Jackie O's Pub & Brewery,10.5
4138,Wake Up Dead Nitro,Stouts,Russian Imperial Stout,Left Hand Brewing Company,10.2
4139,Ibex Series: Barrel-Aged Imperial Stout,Stouts,Russian Imperial Stout,The Schlafly Tap Room,10.2
4140,Bo & Luke,Stouts,Russian Imperial Stout,Against The Grain Brewery & Smokehouse,13.0
4141,Northwind,Stouts,Russian Imperial Stout,Two Brothers Brewing Company,9.1
4142,Courage Imperial Russian Stout,Stouts,Russian Imperial Stout,Eagle Brewery,10.0
4143,BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),Stouts,Russian Imperial Stout,3 Floyds Brewing Co.,15.0
4144,Barrel Roll No. 3 Pugachev's Cobra,Stouts,Russian Imperial Stout,Hangar 24 Brewing,18.9
4145,Black Metal Farmhouse Imperial Stout,Stouts,Russian Imperial Stout,Jester King Brewery,9.1
4146,Imperial Stout,Stouts,Russian Imperial Stout,Nøgne Ø - Det Kompromissløse Bryggeri A/S,9.0
4147,Rabid Duck,Stouts,Russian Imperial Stout,The Duck-Rabbit Craft Brewery,10.0
4148,Parabajava,Stouts,Russian Imperial Stout,Firestone Walker Brewing Co.,14.0
4149,Ivan The Terrible Imperial Stout - Barrel-Aged,Stouts,Russian Imperial Stout,Big Sky Brewing Company,11.6
4150,Bigfoot,Strong Ales,American Barleywine,Sierra Nevada Brewing Co.,9.6
4151,Third Coast Old Ale,Strong Ales,American Barleywine,Bell's Brewery - Eccentric Café & General Store,10.2
4152,Olde School Barleywine,Strong Ales,American Barleywine,Dogfish Head Craft Brewery,15.0
4153,Brewer's Reserve Bourbon Barrel Barleywine,Strong Ales,American Barleywine,Central Waters Brewing Co.,14.3
4154,Old Ruffian,Strong Ales,American Barleywine,Great Divide Brewing Company,10.2
4155,Old Horizontal,Strong Ales,American Barleywine,Victory Brewing Company - Downingtown,11.0
4156,Behemoth,Strong Ales,American Barleywine,3 Floyds Brewing Co.,10.5
4157,Olde GnarlyWine,Strong Ales,American Barleywine,Lagunitas Brewing Company,10.9
4158,Old Numbskull,Strong Ales,American Barleywine,AleSmith Brewing Company,11.0
4159,Flying Mouflan,Strong Ales,American Barleywine,Tröegs Brewing Company,9.3
4160,Bigfoot - Barrel-Aged,Strong Ales,American Barleywine,Sierra Nevada Brewing Co.,12.2
4161,XS Old Crustacean,Strong Ales,American Barleywine,Rogue Ales,11.5
4162,Doggie Claws,Strong Ales,American Barleywine,Hair Of The Dog Brewing Company / Brewery And Tasting Room,11.5
4163,A Deal With The Devil,Strong Ales,American Barleywine,Anchorage Brewing Company,17.3
4164,Helldorado,Strong Ales,American Barleywine,Firestone Walker Brewing Co.,12.8
4165,Cockeyed Cooper,Strong Ales,American Barleywine,Uinta Brewing Company,11.1
4166,Solstice D'hiver,Strong Ales,American Barleywine,Brasserie Dieu du Ciel!,10.2
4167,Anniversary Barley Wine Ale,Strong Ales,American Barleywine,Uinta Brewing Company,10.4
4168,Barleywine Style Ale,Strong Ales,American Barleywine,Green Flash Brewing Co.,10.9
4169,Lower De Boom Barleywine,Strong Ales,American Barleywine,21st Amendment Brewery,11.5
4170,Killer Penguin Barleywine,Strong Ales,American Barleywine,Boulder Beer / Wilderness Pub,10.0
4171,Great,Strong Ales,American Barleywine,Alpine Beer Company,14.0
4172,Griffin's Bow,Strong Ales,American Barleywine,Boston Beer Company (Samuel Adams),11.5
4173,Sisyphus,Strong Ales,American Barleywine,Real Ale Brewing Company,11.5
4174,Gratitude,Strong Ales,American Barleywine,East End Brewing Company,11.5
4175,Barleywine Ale,Strong Ales,American Barleywine,The Duck-Rabbit Craft Brewery,11.0
4176,The Vermonster,Strong Ales,American Barleywine,Rock Art Brewery,10.0
4177,Smuttynose Barleywine Style Ale (Big Beer Series),Strong Ales,American Barleywine,Smuttynose Brewing Company,11.6
4178,Freudian Slip,Strong Ales,American Barleywine,Evil Twin Brewing,10.3
4179,John Barleycorn Barleywine Ale,Strong Ales,American Barleywine,Mad River Brewing Company,11.4
4180,Barrel Aged Behemoth,Strong Ales,American Barleywine,3 Floyds Brewing Co.,12.5
4181,Old Ruffian - Barrel-Aged,Strong Ales,American Barleywine,Great Divide Brewing Company,12.7
4182,# 100,Strong Ales,American Barleywine,Nøgne Ø - Det Kompromissløse Bryggeri A/S,10.0
4183,Old Numbskull - Bourbon Barrel-Aged,Strong Ales,American Barleywine,AleSmith Brewing Company,11.0
4184,Devil's Milk,Strong Ales,American Barleywine,DuClaw Brewing Company,10.0
4185,Big Worse,Strong Ales,American Barleywine,Mikkeller ApS,12.0
4186,Double Or Nothing,Strong Ales,American Barleywine,Otter Creek Brewing,10.5
4187,Barrel Roll No. 4 Wing Over,Strong Ales,American Barleywine,Hangar 24 Brewing,13.8
4188,Old Boardhead Barleywine Ale,Strong Ales,American Barleywine,Full Sail Brewing Company,9.0
4189,Chicken Killer Barley Wine,Strong Ales,American Barleywine,Santa Fe Brewing Company,10.0
4190,Day & Night,Strong Ales,American Barleywine,Trillium Brewing Company,10.0
4191,Olde Bluehair Barley Wine,Strong Ales,American Barleywine,Big Sky Brewing Company,12.0
4192,Old Blarney Barleywine,Strong Ales,American Barleywine,Moylan's Brewery,10.0
4193,Hell On Wood,Strong Ales,American Barleywine,DuClaw Brewing Company,13.1
4194,Druid Fluid,Strong Ales,American Barleywine,"Middle Ages Brewing Co., Ltd.",9.5
4195,Holidale,Strong Ales,American Barleywine,Berkshire Brewing Company Inc.,9.5
4196,Old Howling Bastard,Strong Ales,American Barleywine,Blue Point Brewing Company,10.0
4197,New Crustacean,Strong Ales,American Barleywine,Rogue Ales,11.6
4198,Santa Vs. Unicorn,Strong Ales,American Barleywine,Pipeworks Brewing Company,10.0
4199,Old Backus Barleywine,Strong Ales,American Barleywine,Free State Brewing Co.,10.5
4200,Nugget Nectar,Strong Ales,American Imperial Red Ale,Tröegs Brewing Company,7.5
4201,G'Knight,Strong Ales,American Imperial Red Ale,Oskar Blues Grill & Brew,8.7
4202,Hop Head Red Ale,Strong Ales,American Imperial Red Ale,Green Flash Brewing Co.,8.1
4203,Lucky 13 Mondo Large Red Ale,Strong Ales,American Imperial Red Ale,Lagunitas Brewing Company,8.8
4204,Nosferatu,Strong Ales,American Imperial Red Ale,Great Lakes Brewing Co.,8.0
4205,Hog Heaven: Imperial Red IPA,Strong Ales,American Imperial Red Ale,Avery Brewing Company,9.2
4206,Tongue Buckler - Imperial Red Ale,Strong Ales,American Imperial Red Ale,Ballast Point Brewing Company,10.0
4207,Double Red IPA,Strong Ales,American Imperial Red Ale,AleSmith Brewing Company,8.5
4208,Shark Attack,Strong Ales,American Imperial Red Ale,Port Brewing,9.0
4209,This One Goes To 11 Ale,Strong Ales,American Imperial Red Ale,Bell's Brewery - Eccentric Café & General Store,11.0
4210,Dankwood,Strong Ales,American Imperial Red Ale,Founders Brewing Company,12.2
4211,Big Hoppy Monster - Oaked,Strong Ales,American Imperial Red Ale,Terrapin Beer Company,10.3
4212,Pursuit Of Hoppiness,Strong Ales,American Imperial Red Ale,Grand Teton Brewing Co.,8.5
4213,Fascist Pig Ale,Strong Ales,American Imperial Red Ale,Finch Beer Co.,8.0
4214,Revelry,Strong Ales,American Imperial Red Ale,Two Brothers Brewing Company,9.5
4215,Bone Head Imperial Red,Strong Ales,American Imperial Red Ale,Fat Head's Brewery & Saloon,9.4
4216,Mississippi Fire Ant,Strong Ales,American Imperial Red Ale,Southern Prohibition Brewing,8.0
4217,Aorta Ale (Double Red Ale),Strong Ales,American Imperial Red Ale,Short's Brewing Company,9.6
4218,Sam Vs. Unicorn,Strong Ales,American Imperial Red Ale,Pipeworks Brewing Company,9.0
4219,The Imperial Texan,Strong Ales,American Imperial Red Ale,Martin House Brewing Company,9.0
4220,Double Dread Imperial Red Ale,Strong Ales,American Imperial Red Ale,Mad River Brewing Company,8.6
4221,King Crimson,Strong Ales,American Imperial Red Ale,Peak Organic Brewing Company,9.5
4222,Smuttynose Kindest Find Imperial Red Ale (Big Beer Series),Strong Ales,American Imperial Red Ale,Smuttynose Brewing Company,8.5
4223,Carrack,Strong Ales,American Imperial Red Ale,Mission Brewery,10.2
4224,Louie's Resurrection,Strong Ales,American Imperial Red Ale,Milwaukee Brewing Company,10.2
4225,Ard Ri,Strong Ales,American Imperial Red Ale,Upland Brewing Company,9.5
4226,Imperial Red Ale,Strong Ales,American Imperial Red Ale,Epic Brewing Company,7.7
4227,6th Anniversary Ale (Dirty Hippie Imperial Red Ale),Strong Ales,American Imperial Red Ale,Kern River Brewing Company,8.0
4228,Tyrant Double Red,Strong Ales,American Imperial Red Ale,Wicked Weed Brewing,8.5
4229,Red Hoppocalypse Imperial Ale,Strong Ales,American Imperial Red Ale,Apocalypse Ale Works,8.0
4230,Pig In The Wood,Strong Ales,American Imperial Red Ale,Finch Beer Co.,8.0
4231,Elector Imperial Red Ale,Strong Ales,American Imperial Red Ale,New Albanian Brewing Company - Pizzeria and Public House,7.0
4232,Extra Special Red,Strong Ales,American Imperial Red Ale,Odell Brewing Company,8.7
4233,Holy Crap! Imperial Red Ale,Strong Ales,American Imperial Red Ale,Mispillion River Brewing,9.0
4234,Lanthrone,Strong Ales,American Imperial Red Ale,Jackie O's Pub & Brewery,11.0
4235,Remnant Of Dragon,Strong Ales,American Imperial Red Ale,Greenbush Brewing Company,9.0
4236,Double Rainbow,Strong Ales,American Imperial Red Ale,Iron Horse Brewery,7.0
4237,Imperial Red Ale,Strong Ales,American Imperial Red Ale,Marble Brewery,9.0
4238,Kroovy,Strong Ales,American Imperial Red Ale,Rushing Duck Brewing Company,9.0
4239,Man Vs. Internet,Strong Ales,American Imperial Red Ale,Solemn Oath Brewery,9.5
4240,Red King,Strong Ales,American Imperial Red Ale,Real Ale Brewing Company,8.6
4241,Bone Warmer Imperial Amber Ale,Strong Ales,American Imperial Red Ale,Grand Teton Brewing Co.,8.2
4242,DeadHead Double Red Ale,Strong Ales,American Imperial Red Ale,DESTIHL Brewery,9.1
4243,Lavery Imperial Red Ale,Strong Ales,American Imperial Red Ale,Lavery Brewing Company,8.2
4244,Sciaenhops,Strong Ales,American Imperial Red Ale,Swamp Head Brewery,8.3
4245,Uncle Rusty,Strong Ales,American Imperial Red Ale,Columbus Brewing Company,9.3
4246,Queen Bee,Strong Ales,American Imperial Red Ale,Short's Brewing Company,8.0
4247,Looping Owl,Strong Ales,American Imperial Red Ale,Right Brain Brewery,8.0
4248,Battle Axe,Strong Ales,American Imperial Red Ale,Austin Beerworks,8.0
4249,Red Button,Strong Ales,American Imperial Red Ale,Barrier Brewing Company,8.5
4250,Arrogant Bastard Ale,Strong Ales,American Strong Ale,Arrogant Consortia,7.2
4251,Double Bastard Ale,Strong Ales,American Strong Ale,Arrogant Consortia,11.0
4252,Brown Shugga',Strong Ales,American Strong Ale,Lagunitas Brewing Company,10.0
4253,OAKED Arrogant Bastard Ale,Strong Ales,American Strong Ale,Arrogant Consortia,7.2
4254,Undercover Investigation Shut-down Ale,Strong Ales,American Strong Ale,Lagunitas Brewing Company,9.6
4255,The Hairy Eyeball,Strong Ales,American Strong Ale,Lagunitas Brewing Company,9.1
4256,Samuel Adams Utopias,Strong Ales,American Strong Ale,Boston Beer Company (Samuel Adams),28.0
4257,Lukcy Basartd Ale,Strong Ales,American Strong Ale,Arrogant Consortia,8.5
4258,Mélange No. 3,Strong Ales,American Strong Ale,The Bruery,16.3
4259,Deliverance,Strong Ales,American Strong Ale,The Lost Abbey,14.5
4260,The Angel's Share - Bourbon Barrel-Aged,Strong Ales,American Strong Ale,The Lost Abbey,12.5
4261,Fred,Strong Ales,American Strong Ale,Hair Of The Dog Brewing Company / Brewery And Tasting Room,10.0
4262,Life and Limb,Strong Ales,American Strong Ale,Sierra Nevada Brewing Co.,10.2
4263,Arrogant Bastard Ale - Bourbon Barrel-Aged,Strong Ales,American Strong Ale,Arrogant Consortia,8.1
4264,B-Bomb (Bourbon Abominable Winter Ale),Strong Ales,American Strong Ale,Fremont Brewing Company,14.0
4265,Double Dead Guy Ale,Strong Ales,American Strong Ale,Rogue Ales,9.0
4266,Coffee Cinnamon B-Bomb,Strong Ales,American Strong Ale,Fremont Brewing Company,13.0
4267,Chocolate Ale,Strong Ales,American Strong Ale,Boulevard Brewing Co.,8.7
4268,Eye of the Hawk,Strong Ales,American Strong Ale,Mendocino Brewing Company,8.0
4269,Matt,Strong Ales,American Strong Ale,Hair Of The Dog Brewing Company / Brewery And Tasting Room,11.5
4270,The Angel's Share - Brandy Barrel-Aged,Strong Ales,American Strong Ale,The Lost Abbey,14.7
4271,Ale To The Chief,Strong Ales,American Strong Ale,Avery Brewing Company,8.75
4272,Agave Maria,Strong Ales,American Strong Ale,The Lost Abbey,13.5
4273,Fred From The Wood,Strong Ales,American Strong Ale,Hair Of The Dog Brewing Company / Brewery And Tasting Room,10.0
4274,Bell Ringer,Strong Ales,American Strong Ale,RJ Rockers Brewing Company,8.0
4275,Bourbon Fred From The Wood,Strong Ales,American Strong Ale,Hair Of The Dog Brewing Company / Brewery And Tasting Room,12.0
4276,Wailing Wench,Strong Ales,American Strong Ale,"Middle Ages Brewing Co., Ltd.",8.0
4277,Maple Tripple Ale,Strong Ales,American Strong Ale,Lawson's Finest Liquids,12.0
4278,Quilter's Irish Death,Strong Ales,American Strong Ale,Iron Horse Brewery,7.8
4279,Triple Bag,Strong Ales,American Strong Ale,Long Trail Brewing Co.,11.0
4280,He'Brew Origin Pomegranate Ale,Strong Ales,American Strong Ale,Shmaltz Brewing Company,8.0
4281,John Henry 3 Lick Spiker Ale,Strong Ales,American Strong Ale,Cold Spring Brewing Co.,9.1
4282,Barmy,Strong Ales,American Strong Ale,Ballast Point Brewing Company,12.0
4283,Velvet Hammer,Strong Ales,American Strong Ale,Peticolas Brewing Company,9.0
4284,Boatswain H.L.V. Ale (Heavy Lift Vessel),Strong Ales,American Strong Ale,Minhas Craft Brewery,7.0
4285,Raspberry Strong Ale,Strong Ales,American Strong Ale,Berkshire Brewing Company Inc.,9.0
4286,Coconut B-Bomb,Strong Ales,American Strong Ale,Fremont Brewing Company,13.0
4287,Oakspire,Strong Ales,American Strong Ale,New Belgium Brewing Company,9.0
4288,Pray For Snow,Strong Ales,American Strong Ale,10 Barrel Brewing Co.,7.0
4289,Otto From The Wood,Strong Ales,American Strong Ale,Hair Of The Dog Brewing Company / Brewery And Tasting Room,13.0
4290,Peach Barrel Wheat Ale,Strong Ales,American Strong Ale,Alltech's Lexington Brewing and Distilling Co.,8.0
4291,Colossus,Strong Ales,American Strong Ale,DuClaw Brewing Company,20.0
4292,Conntucky Lightnin' Bourbon Ale,Strong Ales,American Strong Ale,Two Roads Brewing Company,8.5
4293,BART,Strong Ales,American Strong Ale,FiftyFifty Brewing Co.,12.0
4294,Holy Mackerel Mack In Black,Strong Ales,American Strong Ale,"Holy Mackerel Small Batch Beers ""the garage project""",8.0
4295,Kentucky Old Fashioned Barrel Ale,Strong Ales,American Strong Ale,Alltech's Lexington Brewing and Distilling Co.,10.0
4296,Super Kitty,Strong Ales,American Strong Ale,Keegan Ales,12.0
4297,Santo Ron Diego,Strong Ales,American Strong Ale,The Lost Abbey,12.5
4298,Stronger Than Fiction,Strong Ales,American Strong Ale,Bottle Logic Brewing,14.2
4299,Plaid Habit,Strong Ales,American Strong Ale,Boulevard Brewing Co.,13.9
4300,White Chocolate,Strong Ales,American Wheatwine Ale,The Bruery,13.8
4301,White Oak,Strong Ales,American Wheatwine Ale,The Bruery,11.5
4302,Sweet Repute,Strong Ales,American Wheatwine Ale,Founders Brewing Company,12.6
4303,Pilgrim's Dole,Strong Ales,American Wheatwine Ale,New Holland Brewing Company,12.0
4304,Wheat Wine,Strong Ales,American Wheatwine Ale,Smuttynose Brewing Company,10.7
4305,Anniversary Ale,Strong Ales,American Wheatwine Ale,Short's Brewing Company,10.0
4306,Gamma Ray,Strong Ales,American Wheatwine Ale,Terrapin Beer Company,10.8
4307,Wheat Love,Strong Ales,American Wheatwine Ale,Bell's Brewery - Eccentric Café & General Store,8.0
4308,Bourbon County Brand Wheatwine,Strong Ales,American Wheatwine Ale,Goose Island Beer Co.,15.3
4309,Wood Ya Honey,Strong Ales,American Wheatwine Ale,Jackie O's Pub & Brewery,12.0
4310,Easter Bunny Vs Unicorn,Strong Ales,American Wheatwine Ale,Pipeworks Brewing Company,10.0
4311,Star Brew-Triple Wheat Ale,Strong Ales,American Wheatwine Ale,Marin Brewing Company,9.2
4312,The Revival - Barrel-Aged,Strong Ales,American Wheatwine Ale,Pipeworks Brewing Company,13.0
4313,Wheat Wine,Strong Ales,American Wheatwine Ale,Portsmouth Brewery,11.0
4314,Misery,Strong Ales,American Wheatwine Ale,DuClaw Brewing Company,10.0
4315,White Mocha,Strong Ales,American Wheatwine Ale,The Bruery,16.3
4316,Strawberry Shortcake Wheat Wine,Strong Ales,American Wheatwine Ale,Funky Buddha Brewery,9.0
4317,Elijah's Revival,Strong Ales,American Wheatwine Ale,Pipeworks Brewing Company,10.0
4318,Ob.liv.i.ous,Strong Ales,American Wheatwine Ale,Griffin Claw Brewing Company,10.0
4319,Brimstone,Strong Ales,American Wheatwine Ale,DuClaw Brewing Company,9.5
4320,Devil's Heart Of Gold,Strong Ales,American Wheatwine Ale,Perennial Artisan Ales,10.0
4321,White Chocolate - Cherries,Strong Ales,American Wheatwine Ale,The Bruery,14.2
4322,Wood Ya Honey With Nuts,Strong Ales,American Wheatwine Ale,Jackie O's Pub & Brewery,13.0
4323,Vernal,Strong Ales,American Wheatwine Ale,Element Brewing Company,11.75
4324,Pappy Burleson,Strong Ales,American Wheatwine Ale,Anthem Brewing Company,17.0
4325,Filibuster,Strong Ales,American Wheatwine Ale,Revolution Brewing,11.7
4326,Vern's Wheat Wine Ale,Strong Ales,American Wheatwine Ale,Straight To Ale,11.0
4327,Beyond Ob.liv.i.ous,Strong Ales,American Wheatwine Ale,Griffin Claw Brewing Company,13.0
4328,Manly Men Beer Club El Hefe,Strong Ales,American Wheatwine Ale,Atlantic Brewing Company / Mainely Meat BBQ,10.0
4329,Territorial Reserve Barrel Aged Wild Wheat Wine Honey Ale,Strong Ales,American Wheatwine Ale,COOP Ale Works,11.0
4330,Corporate Guy Wheat Wine Ale,Strong Ales,American Wheatwine Ale,Spiteful Brewing,11.0
4331,Wheat Wine,Strong Ales,American Wheatwine Ale,Other Half Brewing Company - Brooklyn,12.0
4332,I Am Become Death,Strong Ales,American Wheatwine Ale,2nd Shift Brewing,10.5
4333,Old Sol Wheatwine Ale,Strong Ales,American Wheatwine Ale,Big Time Brewery & Alehouse,10.0
4334,Anodyne,Strong Ales,American Wheatwine Ale,Revolver Brewing,9.0
4335,Wolfinanny,Strong Ales,American Wheatwine Ale,Sierra Nevada Brewing Co.,9.2
4336,West Coast Wheat Wine,Strong Ales,American Wheatwine Ale,Baird Brewing Company / Fishmarket Taproom,10.5
4337,1100 Wheat Wine,Strong Ales,American Wheatwine Ale,Fitger's Brewhouse,11.5
4338,Maple in the Wood,Strong Ales,American Wheatwine Ale,Side Project Brewing,13.0
4339,Nectar Of The Gods - Whiskey Barrel Aged,Strong Ales,American Wheatwine Ale,Russell Brewing Company,10.0
4340,Great White Buffalo,Strong Ales,American Wheatwine Ale,Aslin Beer Company,14.0
4341,Nuke Proof Wheat Wine,Strong Ales,American Wheatwine Ale,Fat Head's Brewery & Saloon,9.1
4342,Watts Wheat Wine,Strong Ales,American Wheatwine Ale,Tin Whiskers Brewing Company,9.4
4343,Super Tramp,Strong Ales,American Wheatwine Ale,Dust Bowl Brewing Company - Downtown Taproom,9.8
4344,Debauchery,Strong Ales,American Wheatwine Ale,Right Brain Brewery,9.2
4345,Reposado Negro,Strong Ales,American Wheatwine Ale,Stony Creek Brewery,9.2
4346,Ringmaster's Reserve: Raspberry Wheat Wine,Strong Ales,American Wheatwine Ale,Hi-Wire Brewing,9.0
4347,White Chocolate Warmer,Strong Ales,American Wheatwine Ale,The Bruery,14.0
4348,Umami,Strong Ales,American Wheatwine Ale,The Livery,12.0
4349,Atta Boysenberry,Strong Ales,American Wheatwine Ale,The Bruery,13.8
4350,Abt 12,Strong Ales,Belgian Quadrupel (Quad),Brouwerij St. Bernardus NV,10.0
4351,Trappistes Rochefort 10,Strong Ales,Belgian Quadrupel (Quad),Brasserie de Rochefort,11.3
4352,Three Philosophers,Strong Ales,Belgian Quadrupel (Quad),Brewery Ommegang,9.7
4353,Trappist Westvleteren 12 (XII),Strong Ales,Belgian Quadrupel (Quad),Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),10.2
4354,The Sixth Glass Quadrupel Ale,Strong Ales,Belgian Quadrupel (Quad),Boulevard Brewing Co.,10.2
4355,Stickee Monkee,Strong Ales,Belgian Quadrupel (Quad),Firestone Walker Brewing Co.,12.5
4356,Bourbon Barrel Quad Barrel-Aged Ale (BBQ),Strong Ales,Belgian Quadrupel (Quad),Boulevard Brewing Co.,11.2
4357,La Trappe Quadrupel (Koningshoeven / Dominus),Strong Ales,Belgian Quadrupel (Quad),Bierbrouwerij De Koningshoeven B.V.,10.0
4358,Pannepot,Strong Ales,Belgian Quadrupel (Quad),De Struise Brouwers,10.0
4359,Christmas Ale,Strong Ales,Belgian Quadrupel (Quad),Brouwerij St. Bernardus NV,10.0
4360,Terrible,Strong Ales,Belgian Quadrupel (Quad),Unibroue,10.5
4361,The Reverend,Strong Ales,Belgian Quadrupel (Quad),Avery Brewing Company,10.0
4362,V-Twelve,Strong Ales,Belgian Quadrupel (Quad),Victory Brewing Company - Downingtown,12.0
4363,Gulden Draak 9000 Quadruple,Strong Ales,Belgian Quadrupel (Quad),Brouwerij Van Steenberge N.V.,10.7
4364,Quad,Strong Ales,Belgian Quadrupel (Quad),Weyerbacher Brewing Co.,11.8
4365,Pannepot Reserva,Strong Ales,Belgian Quadrupel (Quad),De Struise Brouwers,10.0
4366,Judgment Day,Strong Ales,Belgian Quadrupel (Quad),The Lost Abbey,10.5
4367,Ovila Belgian-Style Abbey Quad: Ale Brewed With Plums,Strong Ales,Belgian Quadrupel (Quad),Sierra Nevada Brewing Co.,10.2
4368,Kasteel Rouge,Strong Ales,Belgian Quadrupel (Quad),Brouwerij Van Honsebrouck N.V.,8.0
4369,Blasphemy,Strong Ales,Belgian Quadrupel (Quad),Weyerbacher Brewing Co.,11.8
4370,Kasteel Donker,Strong Ales,Belgian Quadrupel (Quad),Brouwerij Van Honsebrouck N.V.,11.0
4371,Straffe Hendrik Quadrupel,Strong Ales,Belgian Quadrupel (Quad),Huisbrouwerij De Halve Maan,11.0
4372,Box Set Track #8 - Number Of The Beast,Strong Ales,Belgian Quadrupel (Quad),The Lost Abbey,13.7
4373,Rigor Mortis Abt,Strong Ales,Belgian Quadrupel (Quad),Brasserie Dieu du Ciel!,10.5
4374,Smuttynose Gravitation (Big Beer Series),Strong Ales,Belgian Quadrupel (Quad),Smuttynose Brewing Company,12.5
4375,La Trappe Quadrupel - Oak-Aged,Strong Ales,Belgian Quadrupel (Quad),Bierbrouwerij De Koningshoeven B.V.,11.0
4376,Urthel Samaranth,Strong Ales,Belgian Quadrupel (Quad),De Leyerth Brouwerijen (Urthel),11.5
4377,Kasteel Barista Chocolate Quad Belgian Ale,Strong Ales,Belgian Quadrupel (Quad),Brouwerij Van Honsebrouck N.V.,11.0
